"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
63440,12/31/2017 0:00:00,17678,0.00,0.00,0.00,0.00,0.00,0.00,45461907.00,45461907.00,0.00,0.00,0.00,0.00,94493445.00,0.00,94493445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3204972.00,3204972.00,0.00,19528603.00,0.00,19528603.00,0.00,0.00,0.00,180593203.00,180593203.00,0.00,21109248.00,0.00,21109248.00,169.00,6.00,0.00,20.00,0.00,0.00,24.00,2.00,49.00,3.00,99.00,6.00,101.00,50.00,0.00,26.00,1.00,63.00,175.00,1716.00,1645.00,2.00,0.00,0.00,0.00,0.00,0.00,2101.00
63442,12/31/2017 0:00:00,17680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195576.00,0.00,195576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195576.00,195576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00
63445,12/31/2017 0:00:00,17683,0.00,0.00,0.00,0.00,0.00,0.00,175765.00,175765.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175765.00,175765.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,30.00
63446,12/31/2017 0:00:00,17684,0.00,0.00,0.00,0.00,0.00,0.00,3996.00,3996.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3663.00,0.00,3663.00,0.00,0.00,0.00,14493.00,14493.00,0.00,6834.00,0.00,6834.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
63447,12/31/2017 0:00:00,17685,0.00,0.00,0.00,0.00,0.00,0.00,2406741.00,2406741.00,0.00,0.00,0.00,0.00,2043280.00,0.00,2043280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5993.00,0.00,5993.00,0.00,0.00,0.00,7069627.00,7069627.00,0.00,2613613.00,0.00,2613613.00,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,8.00,6.00,14.00,0.00,0.00,8.00,3.00,0.00,14.00,3014.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,546.00
63458,12/31/2017 0:00:00,17696,0.00,0.00,0.00,0.00,0.00,0.00,1906958.00,1906958.00,0.00,0.00,0.00,0.00,4392583.00,0.00,4392583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1178476.00,0.00,1178476.00,0.00,0.00,0.00,8385121.00,8385121.00,0.00,907104.00,0.00,907104.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,38.00,194.00,0.00,0.00,0.00,0.00,0.00,0.00,479.00
63459,12/31/2017 0:00:00,17697,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00
63468,12/31/2017 0:00:00,17705,0.00,0.00,0.00,0.00,0.00,0.00,340822.00,340822.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340822.00,340822.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
63469,12/31/2017 0:00:00,17706,0.00,0.00,0.00,0.00,0.00,0.00,77505.00,77505.00,0.00,0.00,0.00,0.00,1484156.00,0.00,1484156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23040.00,0.00,23040.00,0.00,0.00,0.00,1666104.00,1666104.00,0.00,81403.00,0.00,81403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,51.00
63476,12/31/2017 0:00:00,17713,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1772856.00,0.00,1772856.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18861.00,0.00,18861.00,0.00,0.00,0.00,1792106.00,1792106.00,0.00,389.00,0.00,389.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,63.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
63486,12/31/2017 0:00:00,17723,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63494,12/31/2017 0:00:00,17731,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1685174.00,0.00,1685174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419.00,0.00,419.00,1685593.00,1685593.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,24.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63502,12/31/2017 0:00:00,17739,0.00,0.00,0.00,0.00,0.00,0.00,221922.00,221922.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221922.00,221922.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,47.00
63507,12/31/2017 0:00:00,17744,0.00,0.00,0.00,0.00,0.00,0.00,304877.00,304877.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304877.00,304877.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,139.00
63519,12/31/2017 0:00:00,17756,0.00,0.00,0.00,0.00,0.00,0.00,1166949.00,1166949.00,0.00,0.00,0.00,0.00,3045966.00,0.00,3045966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99652.00,0.00,99652.00,1960305.00,0.00,1960305.00,6272872.00,6272872.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,80.00
63532,12/31/2017 0:00:00,17769,0.00,0.00,0.00,0.00,0.00,0.00,5032646.00,5032646.00,0.00,1154283.00,1154283.00,0.00,10053987.00,0.00,10053987.00,0.00,0.00,0.00,207611.00,0.00,207611.00,79874.00,0.00,79874.00,1942215.00,1942215.00,0.00,0.00,0.00,0.00,907850.00,0.00,907850.00,27710852.00,27710852.00,0.00,10562086.00,0.00,10562086.00,126.00,0.00,0.00,44.00,0.00,0.00,30.00,0.00,8.00,0.00,46.00,0.00,46.00,36.00,0.00,0.00,0.00,80.00,126.00,1157.00,3.00,368.00,6.00,0.00,0.00,0.00,6.00,1681.00
63541,12/31/2017 0:00:00,17778,0.00,0.00,0.00,0.00,0.00,0.00,1582694.00,1582694.00,0.00,0.00,0.00,0.00,2687454.00,0.00,2687454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5232.00,0.00,5232.00,2308.00,0.00,2308.00,5094472.00,5094472.00,0.00,816784.00,0.00,816784.00,6.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,1.00,0.00,0.00,0.00,2.00,6.00,37.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
63545,12/31/2017 0:00:00,17782,0.00,0.00,0.00,0.00,0.00,0.00,1284163.00,1284163.00,0.00,511145.00,511145.00,0.00,5577175.00,0.00,5577175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13896624.00,13896624.00,0.00,6524141.00,0.00,6524141.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,498.00,0.00,166.00,0.00,0.00,0.00,0.00,0.00,522.00
63566,12/31/2017 0:00:00,17801,0.00,0.00,0.00,0.00,0.00,0.00,610263.00,610263.00,0.00,0.00,0.00,0.00,987086.00,0.00,987086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69519.00,0.00,69519.00,1877874.00,0.00,1877874.00,3544742.00,3544742.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,54.00,1.00,0.00,0.00,0.00,0.00,0.00,54.00
63584,12/31/2017 0:00:00,17818,0.00,0.00,0.00,0.00,0.00,0.00,5853218.00,5853218.00,0.00,205600.00,205600.00,0.00,5031650.00,0.00,5031650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115727.00,0.00,115727.00,2012626.00,0.00,2012626.00,20103821.00,20103821.00,0.00,6885000.00,0.00,6885000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,528.00,171.00,0.00,0.00,0.00,0.00,0.00,0.00,875.00
63589,12/31/2017 0:00:00,17823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1957367.00,0.00,1957367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270123.00,0.00,270123.00,0.00,0.00,0.00,2227490.00,2227490.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,4.00,13.00,0.00,4.00,0.00,13.00,18.00,38.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00
63595,12/31/2017 0:00:00,17829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63597,12/31/2017 0:00:00,17831,0.00,0.00,0.00,0.00,0.00,0.00,1052456.00,1052456.00,0.00,0.00,0.00,0.00,11261763.00,0.00,11261763.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3309325.00,0.00,3309325.00,0.00,0.00,0.00,15623544.00,15623544.00,0.00,0.00,0.00,0.00,10.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00,3.00,8.00,4.00,12.00,2.00,0.00,2.00,0.00,2.00,14.00,685.00,0.00,122.00,1.00,0.00,0.00,0.00,1.00,2320.00
63598,12/31/2017 0:00:00,17832,0.00,0.00,0.00,0.00,0.00,0.00,3140145.00,3140145.00,0.00,0.00,0.00,0.00,2413790.00,0.00,2413790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5553935.00,5553935.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.00,0.00,0.00,0.00,0.00,0.00,31.00
63602,12/31/2017 0:00:00,17836,0.00,0.00,0.00,0.00,0.00,0.00,16358183.00,16358183.00,0.00,98973.00,98973.00,0.00,36406636.00,0.00,36406636.00,0.00,0.00,0.00,472594.00,9468.00,482062.00,0.00,0.00,0.00,1235716.00,1226248.00,9468.00,0.00,0.00,0.00,0.00,0.00,0.00,58993077.00,58993077.00,0.00,6129285.00,0.00,6129285.00,48.00,20.00,0.00,0.00,0.00,0.00,12.00,4.00,6.00,6.00,36.00,19.00,57.00,12.00,0.00,11.00,4.00,12.00,68.00,1191.00,1070.00,0.00,3.00,0.00,4.00,1.00,8.00,2657.00
63606,12/31/2017 0:00:00,17839,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,816713.00,0.00,816713.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1900.00,0.00,1900.00,183599.00,0.00,183599.00,1002212.00,1002212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,562.00
63612,12/31/2017 0:00:00,17845,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56048.00,0.00,56048.00,0.00,0.00,0.00,56048.00,56048.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,15.00
63613,12/31/2017 0:00:00,17846,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57452.00,57452.00,0.00,2857581.00,0.00,2857581.00,0.00,0.00,0.00,0.00,0.00,0.00,3490182.00,0.00,3490182.00,3558407.00,3558407.00,0.00,162402.00,0.00,162402.00,63510.00,0.00,63510.00,3140945.00,3140945.00,0.00,0.00,0.00,0.00,217.00,4.00,0.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,90.00,4.00,92.00,9.00,0.00,0.00,0.00,127.00,221.00,214.00,6.00,39.00,82.00,118.00,2.00,0.00,202.00,558.00
63614,12/31/2017 0:00:00,17847,0.00,0.00,0.00,0.00,0.00,0.00,911811.00,911811.00,0.00,267170.00,267170.00,0.00,1365879.00,0.00,1365879.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92814.00,0.00,92814.00,1555316.00,0.00,1555316.00,4192990.00,4192990.00,0.00,0.00,0.00,0.00,11.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,9.00,0.00,0.00,0.00,10.00,11.00,240.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,310.00
63615,12/31/2017 0:00:00,17848,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,5.00
63621,12/31/2017 0:00:00,17854,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216648.00,0.00,216648.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216648.00,216648.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
63627,12/31/2017 0:00:00,17860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117816.00,0.00,117816.00,205847.00,0.00,205847.00,323663.00,323663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
63630,12/31/2017 0:00:00,17863,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
63633,12/31/2017 0:00:00,17866,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
63634,12/31/2017 0:00:00,17867,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00
63637,12/31/2017 0:00:00,17870,0.00,0.00,0.00,0.00,0.00,0.00,1126179.00,1126179.00,0.00,0.00,0.00,0.00,5524849.00,0.00,5524849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15417863.00,0.00,15417863.00,5740219.00,0.00,5740219.00,27924561.00,27924561.00,0.00,115451.00,0.00,115451.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,652.00,153.00,2.00,0.00,0.00,0.00,0.00,0.00,1941.00
63639,12/31/2017 0:00:00,17872,0.00,0.00,0.00,0.00,0.00,0.00,3266113.00,3266113.00,0.00,36595.00,36595.00,0.00,9510338.00,0.00,9510338.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38000.00,38000.00,0.00,190692.00,0.00,190692.00,98042.00,0.00,98042.00,14004075.00,14004075.00,0.00,902295.00,0.00,902295.00,23.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,13.00,0.00,0.00,0.00,13.00,23.00,317.00,252.00,231.00,0.00,0.00,0.00,0.00,0.00,2905.00
63648,12/31/2017 0:00:00,17880,0.00,0.00,0.00,0.00,0.00,0.00,941584.00,941584.00,0.00,0.00,0.00,0.00,15360694.00,0.00,15360694.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19103978.00,19103978.00,0.00,2801700.00,0.00,2801700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,251.00,0.00,0.00,0.00,0.00,0.00,0.00,1089.00
63663,12/31/2017 0:00:00,17895,0.00,0.00,0.00,0.00,0.00,0.00,465000.00,465000.00,0.00,0.00,0.00,0.00,3144949.00,0.00,3144949.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38200.00,0.00,38200.00,0.00,0.00,0.00,3886678.00,3886678.00,0.00,238529.00,0.00,238529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,210.00
63672,12/31/2017 0:00:00,17903,0.00,0.00,0.00,0.00,0.00,0.00,147646.00,147646.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147646.00,147646.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
63676,12/31/2017 0:00:00,17907,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63679,12/31/2017 0:00:00,17910,0.00,0.00,0.00,0.00,0.00,0.00,286849.00,286849.00,0.00,0.00,0.00,0.00,181553.00,0.00,181553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1088587.00,1088587.00,0.00,620185.00,0.00,620185.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,3.00,58.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00
63704,12/31/2017 0:00:00,17934,0.00,0.00,0.00,0.00,0.00,0.00,1545905.00,1545905.00,0.00,0.00,0.00,0.00,186726.00,0.00,186726.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26173.00,0.00,26173.00,0.00,0.00,0.00,3979251.00,3979251.00,0.00,2220447.00,0.00,2220447.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,2.00,74.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
63713,12/31/2017 0:00:00,17942,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
