"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
174,12/31/2017 0:00:00,91,0.00,0.00,0.00,0.00,0.00,0.00,41613.00,41613.00,0.00,365607.00,365607.00,0.00,16064574.00,0.00,16064574.00,0.00,0.00,0.00,98335.00,0.00,98335.00,0.00,0.00,0.00,1687523.00,1687523.00,0.00,69561.00,0.00,69561.00,3018193.00,0.00,3018193.00,20032996.00,20032996.00,0.00,473448.00,0.00,473448.00,44.00,16.00,14.00,4.00,0.00,0.00,6.00,1.00,7.00,5.00,19.00,13.00,30.00,7.00,3.00,5.00,5.00,17.00,60.00,553.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,1259.00
176,12/31/2017 0:00:00,92,0.00,0.00,0.00,0.00,0.00,0.00,9730000.00,9730000.00,0.00,0.00,0.00,0.00,45613000.00,0.00,45613000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29338000.00,0.00,29338000.00,123861000.00,123861000.00,0.00,39180000.00,0.00,39180000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.00,439.00,0.00,0.00,0.00,0.00,0.00,0.00,454.00
177,12/31/2017 0:00:00,93,0.00,0.00,0.00,0.00,0.00,0.00,1254748.00,1254748.00,0.00,0.00,0.00,0.00,40481178.00,0.00,40481178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70849.00,70849.00,0.00,23389403.00,0.00,23389403.00,0.00,0.00,0.00,78163946.00,78163946.00,0.00,13038617.00,0.00,13038617.00,3.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,3.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,377.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,162.00
181,12/31/2017 0:00:00,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
187,12/31/2017 0:00:00,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418445.00,0.00,418445.00,425445.00,425445.00,0.00,7000.00,0.00,7000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,174.00
195,12/31/2017 0:00:00,104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,557086.00,0.00,557086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,747052.00,747052.00,0.00,189966.00,0.00,189966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,95.00
196,12/31/2017 0:00:00,105,0.00,1732638.00,1732638.00,0.00,283029.00,283029.00,68161109.00,68161109.00,0.00,24137657.00,24137657.00,0.00,0.00,545595041.00,545595041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366325.00,366325.00,0.00,0.00,0.00,0.00,13912329.00,0.00,13912329.00,750434988.00,202824280.00,547610708.00,96613185.00,0.00,96613185.00,261.00,3.00,5.00,8.00,0.00,0.00,76.00,3.00,82.00,0.00,194.00,3.00,197.00,54.00,0.00,36.00,0.00,67.00,264.00,2505.00,6661.00,6.00,0.00,0.00,0.00,0.00,0.00,4947.00
198,12/31/2017 0:00:00,107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,37.00
199,12/31/2017 0:00:00,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,554733.00,554733.00,0.00,14624.00,0.00,14624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118989.00,0.00,118989.00,1179759.00,0.00,1179759.00,5205110.00,5205110.00,0.00,3337005.00,0.00,3337005.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,14.00,2.00,0.00,14.00,0.00,2.00,16.00,718.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,412.00
200,12/31/2017 0:00:00,109,0.00,0.00,0.00,0.00,0.00,0.00,281153.00,281153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,281153.00,281153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
205,12/31/2017 0:00:00,112,0.00,0.00,0.00,0.00,0.00,0.00,4594433.00,4594433.00,0.00,0.00,0.00,0.00,4824500.00,0.00,4824500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308909.00,0.00,308909.00,13335042.00,13335042.00,0.00,3607200.00,0.00,3607200.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,2.00,595.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00
216,12/31/2017 0:00:00,116,0.00,0.00,0.00,0.00,0.00,0.00,3025186.00,3025186.00,0.00,0.00,0.00,0.00,9352620.00,0.00,9352620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529451.00,0.00,529451.00,777962.00,0.00,777962.00,15495575.00,15495575.00,0.00,1810356.00,0.00,1810356.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
220,12/31/2017 0:00:00,117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00
224,12/31/2017 0:00:00,119,0.00,0.00,0.00,0.00,0.00,0.00,734962.00,734962.00,0.00,0.00,0.00,0.00,3526397.00,0.00,3526397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76589.00,0.00,76589.00,0.00,0.00,0.00,7723086.00,7723086.00,0.00,3385138.00,0.00,3385138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,0.00,126.00,0.00,0.00,0.00,0.00,0.00,0.00
227,12/31/2017 0:00:00,121,527933.00,0.00,527933.00,0.00,0.00,0.00,1482915697.00,1482915697.00,0.00,200897.00,200897.00,0.00,6470325770.00,0.00,6470325770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64123.00,64123.00,0.00,163312705.00,0.00,163312705.00,289199000.00,0.00,289199000.00,8406482002.00,8406482002.00,0.00,0.00,0.00,0.00,69.00,27.00,2.00,4.00,0.00,0.00,17.00,12.00,5.00,7.00,40.00,27.00,67.00,23.00,0.00,18.00,8.00,30.00,96.00,34408.00,48453.00,0.00,0.00,0.00,0.00,0.00,0.00,7849.00
233,12/31/2017 0:00:00,124,0.00,0.00,0.00,0.00,0.00,0.00,3172511.00,3172511.00,0.00,0.00,0.00,0.00,18186679.00,0.00,18186679.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1545894.00,0.00,1545894.00,0.00,0.00,0.00,24410584.00,24410584.00,0.00,1505500.00,0.00,1505500.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,10.00,0.00,1.00,1.00,9.00,1.00,11.00,315.00,247.00,0.00,0.00,0.00,0.00,0.00,0.00,314.00
234,12/31/2017 0:00:00,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5611485.00,0.00,5611485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5611485.00,5611485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00
240,12/31/2017 0:00:00,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4350783.00,0.00,4350783.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4728554.00,4728554.00,0.00,377771.00,0.00,377771.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00
242,12/31/2017 0:00:00,129,0.00,0.00,0.00,0.00,0.00,0.00,1373983.00,1373983.00,0.00,1337407.00,1337407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5630364.00,5630364.00,0.00,2918974.00,0.00,2918974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.00,66.00,3.00,0.00,0.00,0.00,0.00,0.00,1414.00
256,12/31/2017 0:00:00,136,0.00,0.00,0.00,0.00,0.00,0.00,13259246.00,13259246.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20344.00,20344.00,0.00,4818737.00,0.00,4818737.00,49933.00,0.00,49933.00,18127919.00,18127919.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,9.00,0.00,9.00,0.00,0.00,2.00,0.00,1.00,10.00,457.00,537.00,0.00,0.00,0.00,0.00,0.00,0.00,226.00
258,12/31/2017 0:00:00,137,0.00,0.00,0.00,0.00,0.00,0.00,168081.00,168081.00,0.00,0.00,0.00,0.00,25831105.00,0.00,25831105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140590.00,0.00,140590.00,1664546.00,0.00,1664546.00,27809293.00,27809293.00,0.00,4971.00,0.00,4971.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,303.00,61.00,6.00,0.00,0.00,0.00,0.00,0.00,1344.00
262,12/31/2017 0:00:00,139,0.00,0.00,0.00,0.00,0.00,0.00,4057336.00,4057336.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1379725.00,0.00,1379725.00,0.00,0.00,0.00,6542302.00,6542302.00,0.00,1105241.00,0.00,1105241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,129.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00
264,12/31/2017 0:00:00,141,0.00,0.00,0.00,0.00,0.00,0.00,5249391.00,5249391.00,0.00,0.00,0.00,0.00,10454342.00,0.00,10454342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1541332.00,0.00,1541332.00,17258468.00,17258468.00,0.00,13403.00,0.00,13403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.00,0.00,220.00,0.00,0.00,0.00,0.00,0.00,165.00
266,12/31/2017 0:00:00,143,0.00,0.00,0.00,0.00,0.00,0.00,8818538.00,8818538.00,0.00,0.00,0.00,0.00,11743499.00,0.00,11743499.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2910029.00,0.00,2910029.00,0.00,0.00,0.00,23858045.00,23858045.00,0.00,385979.00,0.00,385979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,70.00,343.00,0.00,0.00,0.00,0.00,0.00,13.00
274,12/31/2017 0:00:00,149,0.00,0.00,0.00,0.00,0.00,0.00,3317284.00,3317284.00,0.00,521897.00,521897.00,0.00,0.00,0.00,0.00,100000.00,100000.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,384175.00,384175.00,0.00,0.00,0.00,0.00,463586.00,0.00,463586.00,4302767.00,4302767.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,8.00,0.00,8.00,24.00,0.00,0.00,0.00,25.00,33.00,84.00,331.00,0.00,1.00,1.00,0.00,0.00,2.00,1071.00
275,12/31/2017 0:00:00,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529764.00,0.00,529764.00,14585.00,14585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14585.00,14585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582564.00,582564.00,0.00,52800.00,0.00,52800.00,117.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,5.00,0.00,5.00,112.00,0.00,0.00,0.00,112.00,117.00,34.00,6.00,0.00,1.00,0.00,0.00,0.00,1.00,125.00
276,12/31/2017 0:00:00,151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,671521.00,0.00,671521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,671521.00,671521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,17.00
277,12/31/2017 0:00:00,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
287,12/31/2017 0:00:00,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
288,12/31/2017 0:00:00,155,0.00,0.00,0.00,0.00,0.00,0.00,328611.00,328611.00,0.00,0.00,0.00,0.00,446942.00,0.00,446942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,775553.00,775553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,77.00
293,12/31/2017 0:00:00,159,0.00,0.00,0.00,0.00,0.00,0.00,1257114.00,1257114.00,0.00,0.00,0.00,0.00,3997341.00,0.00,3997341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,745226.00,0.00,745226.00,5999681.00,5999681.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,253.00,139.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00
294,12/31/2017 0:00:00,160,0.00,0.00,0.00,0.00,0.00,0.00,18680375.00,18680375.00,0.00,0.00,0.00,0.00,21551649.00,0.00,21551649.00,0.00,0.00,0.00,19474.00,0.00,19474.00,0.00,0.00,0.00,47474.00,47474.00,0.00,56226.00,0.00,56226.00,8402517.00,0.00,8402517.00,48769448.00,48769448.00,0.00,78681.00,0.00,78681.00,6.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,6.00,47.00,53.00,0.00,0.00,6.00,0.00,0.00,53.00,912.00,830.00,0.00,0.00,0.00,0.00,0.00,0.00,647.00
303,12/31/2017 0:00:00,166,0.00,0.00,0.00,0.00,0.00,0.00,2383652.00,2383652.00,0.00,0.00,0.00,0.00,14158905.00,0.00,14158905.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9804.00,0.00,9804.00,2108731.00,0.00,2108731.00,18764549.00,18764549.00,0.00,103457.00,0.00,103457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.00,222.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00
306,12/31/2017 0:00:00,168,0.00,0.00,0.00,0.00,0.00,0.00,3214715.00,3214715.00,0.00,0.00,0.00,0.00,7030732.00,0.00,7030732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13141947.00,13141947.00,0.00,2896500.00,0.00,2896500.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,1.00,0.00,3.00,4.00,218.00,0.00,231.00,0.00,0.00,0.00,0.00,0.00,172.00
319,12/31/2017 0:00:00,173,0.00,0.00,0.00,0.00,0.00,0.00,10874269.00,10874269.00,0.00,0.00,0.00,0.00,24010760.00,0.00,24010760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2472181.00,0.00,2472181.00,0.00,0.00,0.00,41540424.00,41540424.00,0.00,4183214.00,0.00,4183214.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,16.00,0.00,25.00,25.00,0.00,0.00,0.00,6.00,0.00,25.00,270.00,477.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
320,12/31/2017 0:00:00,174,0.00,0.00,0.00,0.00,0.00,0.00,2225878.00,2225878.00,0.00,0.00,0.00,0.00,3871888.00,0.00,3871888.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1816816.00,0.00,1816816.00,0.00,0.00,0.00,7914582.00,7914582.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,115.00,0.00,0.00,0.00,0.00,0.00,7.00
327,12/31/2017 0:00:00,179,0.00,0.00,0.00,0.00,0.00,0.00,12085.00,12085.00,0.00,0.00,0.00,0.00,1069359.00,0.00,1069359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8393.00,0.00,8393.00,0.00,0.00,0.00,1103132.00,1103132.00,0.00,13295.00,0.00,13295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
339,12/31/2017 0:00:00,182,0.00,0.00,0.00,0.00,0.00,0.00,407613.00,407613.00,0.00,0.00,0.00,0.00,1154864.00,0.00,1154864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1562477.00,1562477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00
340,12/31/2017 0:00:00,183,0.00,0.00,0.00,0.00,0.00,0.00,10930103.00,10929206.00,897.00,0.00,0.00,0.00,118275341.00,0.00,118275341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3626566.00,0.00,3626566.00,0.00,0.00,0.00,133711887.00,133710990.00,897.00,879877.00,0.00,879877.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,830.00,970.00,0.00,0.00,0.00,0.00,0.00,0.00,503.00
345,12/31/2017 0:00:00,185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00
352,12/31/2017 0:00:00,188,0.00,0.00,0.00,0.00,0.00,0.00,13975784.00,13975784.00,0.00,0.00,0.00,0.00,61936174.00,0.00,61936174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680718.00,680718.00,0.00,0.00,0.00,0.00,5899567.00,0.00,5899567.00,89767934.00,89767934.00,0.00,7956409.00,0.00,7956409.00,37.00,0.00,0.00,31.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00,0.00,0.00,0.00,34.00,37.00,795.00,445.00,0.00,0.00,0.00,0.00,0.00,0.00,945.00
359,12/31/2017 0:00:00,192,0.00,0.00,0.00,0.00,0.00,0.00,9063478.00,9063478.00,0.00,0.00,0.00,0.00,17617837.00,0.00,17617837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3868212.00,0.00,3868212.00,0.00,0.00,0.00,30639577.00,30639577.00,0.00,90050.00,0.00,90050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,376.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00
361,12/31/2017 0:00:00,193,0.00,0.00,0.00,0.00,0.00,0.00,19810413.00,19810413.00,0.00,4918022.00,4918022.00,0.00,35211472.00,0.00,35211472.00,47565.00,47565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,297817.00,297817.00,0.00,5910628.00,0.00,5910628.00,7198.00,0.00,7198.00,74588502.00,74588502.00,0.00,8730769.00,0.00,8730769.00,20.00,2.00,1.00,2.00,0.00,0.00,6.00,0.00,8.00,1.00,14.00,2.00,16.00,3.00,0.00,0.00,1.00,6.00,22.00,1005.00,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,1216.00
365,12/31/2017 0:00:00,197,0.00,0.00,0.00,0.00,0.00,0.00,844382.00,844382.00,0.00,0.00,0.00,0.00,3774522.00,0.00,3774522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1913.00,0.00,1913.00,5378901.00,5378901.00,0.00,758084.00,0.00,758084.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,212.00
